observation_date,MEXCPIALLMINMEI
1988-05-01,6.441316999999999737
1988-06-01,6.572722999999999871
1988-07-01,6.682432000000000372
1988-08-01,6.743908000000000236
1988-09-01,6.782464000000000048
1988-10-01,6.834197999999999773
1988-11-01,6.925656000000000034
1988-12-01,7.070158000000000165
1989-01-01,7.243232000000001669
1989-02-01,7.341527000000000136
1989-03-01,7.421113000000000071
1989-04-01,7.532093999999999845
1989-05-01,7.635766999999998639
1989-06-01,7.728500999999999621
1989-07-01,7.805808999999999997
1989-08-01,7.880174000000000234
1989-09-01,7.955538000000001553
1989-10-01,8.073195000000000121
1989-11-01,8.186516000000001014
1989-12-01,8.462797999999999377
1990-01-01,8.871228999999999587
1990-02-01,9.072110999999999592
1990-03-01,9.232046000000000419
1990-04-01,9.372553999999999164
1990-05-01,9.536111999999999256
1990-06-01,9.746140999999999721
1990-07-01,9.923880999999999730
1990-08-01,10.092969999999999331
1990-09-01,10.236840000000000828
1990-10-01,10.384009999999999962
1990-11-01,10.659710000000000463
1990-12-01,10.995680000000000121
1991-01-01,11.275940000000000296
1991-02-01,11.472789999999999822
1991-03-01,11.636400000000000077
1991-04-01,11.758300000000000196
1991-05-01,11.873250000000000526
1991-06-01,11.997830000000000439
1991-07-01,12.103859999999999175
1991-08-01,12.188100000000000378
1991-09-01,12.309509999999999508
1991-10-01,12.452680000000000859
1991-11-01,12.761879999999999669
1991-12-01,13.062269999999999825
1992-01-01,13.299680000000000391
1992-02-01,13.457259999999999778
1992-03-01,13.594210000000000349
1992-04-01,13.715400000000000702
1992-05-01,13.805829999999998492
1992-06-01,13.899269999999999570
1992-07-01,13.987030000000000740
1992-08-01,14.072960000000000136
1992-09-01,14.195379999999998333
1992-10-01,14.297589999999999577
1992-11-01,14.416389999999999816
1992-12-01,14.621660000000000323
1993-01-01,14.805070000000000618
1993-02-01,14.926030000000000797
1993-03-01,15.013009999999999522
1993-04-01,15.099589999999999179
1993-05-01,15.185900000000000176
1993-06-01,15.271079999999999544
1993-07-01,15.344459999999999766
1993-08-01,15.426589999999999137
1993-09-01,15.540839999999999321
1993-10-01,15.604400000000000048
1993-11-01,15.673229999999998441
1993-12-01,15.792740000000000222
1994-01-01,15.915170000000001593
1994-02-01,15.997030000000000527
1994-03-01,16.079279999999997131
1994-04-01,16.158030000000000115
1994-05-01,16.236100000000000421
1994-06-01,16.317339999999997957
1994-07-01,16.389710000000000889
1994-08-01,16.466100000000000847
1994-09-01,16.583200000000001495
1994-10-01,16.670259999999998968
1994-11-01,16.759380000000000166
1994-12-01,16.906370000000002563
1995-01-01,17.542720000000002756
1995-02-01,18.286220000000000141
1995-03-01,19.364209999999999923
1995-04-01,20.907219999999998805
1995-05-01,21.781060000000000088
1995-06-01,22.472329999999999472
1995-07-01,22.930450000000000443
1995-08-01,23.310800000000000409
1995-09-01,23.792989999999999640
1995-10-01,24.282550000000000523
1995-11-01,24.881309999999999150
1995-12-01,25.691949999999998511
1996-01-01,26.615559999999998553
1996-02-01,27.236760000000000304
1996-03-01,27.836340000000003414
1996-04-01,28.627659999999998774
1996-05-01,29.149470000000000880
1996-06-01,29.624130000000000962
1996-07-01,30.045249999999999346
1996-08-01,30.444590000000001595
1996-09-01,30.931360000000001520
1996-10-01,31.317440000000001277
1996-11-01,31.791930000000000689
1996-12-01,32.809849999999997294
1997-01-01,33.653559999999998809
1997-02-01,34.219090000000001339
1997-03-01,34.644959999999997535
1997-04-01,35.019249999999999545
1997-05-01,35.338850000000000762
1997-06-01,35.652400000000000091
1997-07-01,35.963000000000000966
1997-08-01,36.282760000000003231
1997-09-01,36.734659999999998092
1997-10-01,37.028239999999996712
1997-11-01,37.442480000000003315
1997-12-01,37.967069999999999652
1998-01-01,38.793100000000002581
1998-02-01,39.472259999999998570
1998-03-01,39.934640000000001692
1998-04-01,40.308270000000000266
1998-05-01,40.629350000000002296
1998-06-01,41.109569999999997947
1998-07-01,41.505969999999997810
1998-08-01,41.904980000000001894
1998-09-01,42.584629999999997096
1998-10-01,43.194859999999998479
1998-11-01,43.959820000000000562
1998-12-01,45.032420000000001892
1999-01-01,46.169609999999998706
1999-02-01,46.790080000000003224
1999-03-01,47.224790000000005818
1999-04-01,47.658180000000001542
1999-05-01,47.944879999999997722
1999-06-01,48.259900000000001796
1999-07-01,48.578850000000002751
1999-08-01,48.852280000000000371
1999-09-01,49.324320000000000164
1999-10-01,49.636719999999996844
1999-11-01,50.078140000000004761
1999-12-01,50.579810000000001935
2000-01-01,51.258969999999997924
2000-02-01,51.713650000000001228
2000-03-01,52.000349999999997408
2000-04-01,52.296210000000002083
2000-05-01,52.491709999999997649
2000-06-01,52.802630000000007726
2000-07-01,53.008609999999997342
2000-08-01,53.299880000000001701
2000-09-01,53.689240000000005182
2000-10-01,54.058939999999999770
2000-11-01,54.521160000000001844
2000-12-01,55.111409999999999343
2001-01-01,55.416930000000007794
2001-02-01,55.380259999999999820
2001-03-01,55.731140000000003454
2001-04-01,56.012259999999997717
2001-05-01,56.140790000000002635
2001-06-01,56.273580000000002599
2001-07-01,56.127369999999991990
2001-08-01,56.459910000000000707
2001-09-01,56.985490000000005750
2001-10-01,57.243030000000004520
2001-11-01,57.458669999999997913
2001-12-01,57.538240000000001828
2002-01-01,58.069390000000005614
2002-02-01,58.032060000000001310
2002-03-01,58.328899999999997306
2002-04-01,58.647530000000003270
2002-05-01,58.766399999999997306
2002-06-01,59.052930000000003474
2002-07-01,59.222450000000002035
2002-08-01,59.447619999999993468
2002-09-01,59.805190000000003181
2002-10-01,60.068789999999999907
2002-11-01,60.554600000000000648
2002-12-01,60.818199999999997374
2003-01-01,61.064059999999997785
2003-02-01,61.233680000000006771
2003-03-01,61.620210000000000150
2003-04-01,61.725409999999996558
2003-05-01,61.526240000000001373
2003-06-01,61.577069999999991978
2003-07-01,61.666310000000002844
2003-08-01,61.851300000000001944
2003-09-01,62.219509999999999650
2003-10-01,62.447639999999999816
2003-11-01,62.965960000000002594
2003-12-01,63.236649999999997362
2004-01-01,63.629669999999997287
2004-02-01,64.010289999999997690
2004-03-01,64.227199999999996294
2004-04-01,64.324119999999993524
2004-05-01,64.162769999999994752
2004-06-01,64.265609999999995239
2004-07-01,64.434049999999999159
2004-08-01,64.831810000000004379
2004-09-01,65.367859999999993192
2004-10-01,65.820580000000006748
2004-11-01,66.382050000000006662
2004-12-01,66.519169999999988363
2005-01-01,66.521529999999998495
2005-02-01,66.743160000000003151
2005-03-01,67.043990000000007967
2005-04-01,67.282759999999996126
2005-05-01,67.113730000000003884
2005-06-01,67.049309999999991305
2005-07-01,67.311719999999994002
2005-08-01,67.392099999999999227
2005-09-01,67.662189999999995393
2005-10-01,67.828269999999989182
2005-11-01,68.316450000000003229
2005-12-01,68.736080000000001178
2006-01-01,69.139150000000000773
2006-02-01,69.244939999999999714
2006-03-01,69.331830000000010727
2006-04-01,69.433480000000002974
2006-05-01,69.124369999999998981
2006-06-01,69.184069999999991296
2006-07-01,69.373789999999999623
2006-08-01,69.727809999999990964
2006-09-01,70.431709999999995375
2006-10-01,70.739630000000005339
2006-11-01,71.110790000000008604
2006-12-01,71.522140000000007376
2007-01-01,71.891530000000003042
2007-02-01,72.092480000000008999
2007-03-01,72.248500000000007049
2007-04-01,72.205359999999998877
2007-05-01,71.853110000000000923
2007-06-01,71.939400000000006230
2007-07-01,72.244959999999977640
2007-08-01,72.539280000000005089
2007-09-01,73.102519999999998390
2007-10-01,73.387399999999999523
2007-11-01,73.905129999999999768
2007-12-01,74.210689999999999600
2008-01-01,74.554659999999998377
2008-02-01,74.776290000000003033
2008-03-01,75.318250000000006139
2008-04-01,75.489649999999997476
2008-05-01,75.408090000000001396
2008-06-01,75.720150000000003843
2008-07-01,76.142139999999997713
2008-08-01,76.581850000000002865
2008-09-01,77.103719999999995593
2008-10-01,77.629140000000006694
2008-11-01,78.511530000000021801
2008-12-01,79.055269999999993047
2009-01-01,79.238480000000009795
2009-02-01,79.413420000000002119
2009-03-01,79.870280000000022369
2009-04-01,80.149830000000022778
2009-05-01,79.916380000000003747
2009-06-01,80.063550000000006435
2009-07-01,80.281630000000006930
2009-08-01,80.473709999999996967
2009-09-01,80.877369999999999095
2009-10-01,81.122060000000004720
2009-11-01,81.542860000000004561
2009-12-01,81.880330000000000723
2010-01-01,82.770409999999998263
2010-02-01,83.249139999999997030
2010-03-01,83.840159999999997353
2010-04-01,83.573009999999996467
2010-05-01,83.046419999999997685
2010-06-01,83.020409999999998263
2010-07-01,83.200670000000002346
2010-08-01,83.431759999999997035
2010-09-01,83.869109999999977845
2010-10-01,84.386849999999995475
2010-11-01,85.062969999999978654
2010-12-01,85.484369999999998413
2011-01-01,85.900819999999995957
2011-02-01,86.223069999999978563
2011-03-01,86.388480000000001269
2011-04-01,86.381619999999998072
2011-05-01,85.744830000000021641
2011-06-01,85.740549999999998931
2011-07-01,86.151930000000021437
2011-08-01,86.288209999999978095
2011-09-01,86.499899999999996680
2011-10-01,87.083550000000002456
2011-11-01,88.025450000000006412
2011-12-01,88.748809999999977549
2012-01-01,89.377030000000004861
2012-02-01,89.558719999999993888
2012-03-01,89.610150000000004411
2012-04-01,89.329030000000003042
2012-05-01,89.047069999999990841
2012-06-01,89.457589999999996166
2012-07-01,89.959819999999993456
2012-08-01,90.229799999999997340
2012-09-01,90.627470000000002415
2012-10-01,91.085989999999995348
2012-11-01,91.704790000000002692
2012-12-01,91.915629999999993061
2013-01-01,92.285870000000002733
2013-02-01,92.740110000000001378
2013-03-01,93.420609999999996376
2013-04-01,93.482320000000001414
2013-05-01,93.171199999999998909
2013-06-01,93.114639999999994302
2013-07-01,93.083789999999993370
2013-08-01,93.348619999999996821
2013-09-01,93.700010000000006016
2013-10-01,94.145679999999998699
2013-11-01,95.023300000000006094
2013-12-01,95.568389999999993734
2014-01-01,96.422870000000003188
2014-02-01,96.667130000000000223
2014-03-01,96.931960000000003674
2014-04-01,96.751120000000000232
2014-05-01,96.441730000000006839
2014-06-01,96.608850000000003888
2014-07-01,96.874529999999992924
2014-08-01,97.222499999999996589
2014-09-01,97.651889999999994529
2014-10-01,98.191829999999995948
2014-11-01,98.983750000000000568
2014-12-01,99.468840000000000146
2015-01-01,99.378849999999999909
2015-02-01,99.567409999999995307
2015-03-01,99.972790000000003374
2015-04-01,99.713960000000000150
2015-05-01,99.216009999999997149
2015-06-01,99.382279999999994402
2015-07-01,99.527979999999999450
2015-08-01,99.737949999999997885
2015-09-01,100.111599999999995703
2015-10-01,100.626699999999999591
2015-11-01,101.176100000000005252
2015-12-01,101.588300000000003820
2016-01-01,101.975700000000003342
2016-02-01,102.422200000000003683
2016-03-01,102.573099999999996612
2016-04-01,102.248300000000000409
2016-05-01,101.792299999999997340
2016-06-01,101.904600000000002069
2016-07-01,102.170299999999997453
2016-08-01,102.458200000000005048
2016-09-01,103.083899999999999864
2016-10-01,103.709500000000005571
2016-11-01,104.520300000000005980
2016-12-01,105.001999999999995339
2017-01-01,106.787199999999998568
2017-02-01,107.404300000000006321
2017-03-01,108.063400000000001455
2017-04-01,108.196200000000004593
2017-05-01,108.066800000000000637
2017-06-01,108.338499999999996248
2017-07-01,108.748199999999997090
2017-08-01,109.285499999999998977
2017-09-01,109.627499999999997726
2017-10-01,110.317400000000006344
2017-11-01,111.454700000000002547
2017-12-01,112.113799999999997681
2018-01-01,112.709500000000005571
2018-02-01,113.138900000000006685
2018-03-01,113.504800000000003024
2018-04-01,113.120000000000004547
2018-05-01,112.936599999999998545
2018-06-01,113.372799999999998022
2018-07-01,113.980500000000006366
2018-08-01,114.645499999999998408
2018-09-01,115.130300000000005411
2018-10-01,115.727000000000003865
2018-11-01,116.711500000000000909
2018-12-01,117.529499999999998749
2019-01-01,117.629900000000006344
2019-02-01,117.596800000000001774
2019-03-01,118.049800000000004729
2019-04-01,118.112499999999997158
2019-05-01,117.772499999999993747
2019-06-01,117.847800000000006548
2019-07-01,118.290499999999994429
2019-08-01,118.271100000000004115
2019-09-01,118.581400000000002137
2019-10-01,119.221400000000002706
2019-11-01,120.183099999999996044
2019-12-01,120.853899999999995885
2020-01-01,121.439199999999999591
2020-02-01,121.943399999999996908
2020-03-01,121.885300000000000864
2020-04-01,120.649699999999995725
2020-05-01,121.114099999999993429
2020-06-01,121.776899999999997704
2020-07-01,122.576599999999999113
2020-08-01,123.059200000000004138
2020-09-01,123.340999999999993975
2020-10-01,124.093900000000004979
2020-11-01,124.187500000000000000
2020-12-01,124.660899999999998045
2021-01-01,125.732200000000005957
2021-02-01,126.527299999999996771
2021-03-01,127.573499999999995680
2021-04-01,127.990999999999999659
2021-05-01,128.252299999999991087
2021-06-01,128.935699999999997090
2021-07-01,129.693199999999990268
2021-08-01,129.940799999999995862
2021-09-01,130.741600000000005366
2021-10-01,131.836800000000010868
2021-11-01,133.346200000000010277
2021-12-01,133.829900000000009186
2022-01-01,134.621600000000000819
2022-02-01,135.738499999999987722
2022-03-01,137.082400000000006912
2022-04-01,137.823999999999983856
2022-05-01,138.067000000000007276
2022-06-01,139.232900000000000773
2022-07-01,140.264199999999988222
2022-08-01,141.239599999999995816
2022-09-01,142.115800000000007230
2022-10-01,142.920099999999990814
2022-11-01,143.742600000000010141
2022-12-01,144.291400000000010095
2023-01-01,145.270199999999988449
2023-02-01,146.080199999999990723
2023-03-01,146.471499999999991815
2023-04-01,146.441900000000003956
2023-05-01,146.123600000000010368
2023-06-01,146.271899999999988040
2023-07-01,146.976900000000000546
2023-08-01,147.790400000000005321
2023-09-01,148.446300000000007913
2023-10-01,149.004199999999997317
2023-11-01,149.957999999999998408
2023-12-01,151.016699999999985948
2024-01-01,152.365100000000012415
2024-02-01,152.508900000000011232
2024-03-01,152.947000000000002728
2024-04-01,153.256100000000003547
2024-05-01,152.972100000000011732
2024-06-01,153.550499999999999545
2024-07-01,155.157900000000012142
