country,country_name,current_account_usd,current_account_usd_source_snapshot_id,frequency,gdp_current_usd,gdp_current_usd_source_snapshot_id,inflation_cpi_annual_pct,inflation_cpi_annual_pct_source_snapshot_id,population_total,population_total_source_snapshot_id,schema_version,vintage_policy,year
CHN,China,293022317035.547,efc888626d2d34dbd3fb13845f063c2797b10bee78497eb80a99c99eca06ece9,A,11280814787468.9,00d3d9e1ada87813a2535c6ee8864299f21ff4e19d2b6d5b1681365f45fccf21,1.43702380935654,dc2adab04e07d26e1bd3d4ca707f5a8e4cbc0224b15d07ef76ea39fbb1504b28,1379860000.0,d1c50ab18921d2735885891fcff0c4ad8ebc7786a0e887e95ebc9d5d4d5981b2,marco.global_macro_panel_row.v1,latest_revised_snapshot,2015
CHN,China,191337035941.993,efc888626d2d34dbd3fb13845f063c2797b10bee78497eb80a99c99eca06ece9,A,11456024084962.0,00d3d9e1ada87813a2535c6ee8864299f21ff4e19d2b6d5b1681365f45fccf21,2.00000182191943,dc2adab04e07d26e1bd3d4ca707f5a8e4cbc0224b15d07ef76ea39fbb1504b28,1387790000.0,d1c50ab18921d2735885891fcff0c4ad8ebc7786a0e887e95ebc9d5d4d5981b2,marco.global_macro_panel_row.v1,latest_revised_snapshot,2016
CHN,China,188676126121.161,efc888626d2d34dbd3fb13845f063c2797b10bee78497eb80a99c99eca06ece9,A,12537559062282.9,00d3d9e1ada87813a2535c6ee8864299f21ff4e19d2b6d5b1681365f45fccf21,1.59313600071435,dc2adab04e07d26e1bd3d4ca707f5a8e4cbc0224b15d07ef76ea39fbb1504b28,1396215000.0,d1c50ab18921d2735885891fcff0c4ad8ebc7786a0e887e95ebc9d5d4d5981b2,marco.global_macro_panel_row.v1,latest_revised_snapshot,2017
CHN,China,24130909184.4985,efc888626d2d34dbd3fb13845f063c2797b10bee78497eb80a99c99eca06ece9,A,14147765772963.8,00d3d9e1ada87813a2535c6ee8864299f21ff4e19d2b6d5b1681365f45fccf21,2.07479039965576,dc2adab04e07d26e1bd3d4ca707f5a8e4cbc0224b15d07ef76ea39fbb1504b28,1402760000.0,d1c50ab18921d2735885891fcff0c4ad8ebc7786a0e887e95ebc9d5d4d5981b2,marco.global_macro_panel_row.v1,latest_revised_snapshot,2018
CHN,China,102909876008.387,efc888626d2d34dbd3fb13845f063c2797b10bee78497eb80a99c99eca06ece9,A,14560167101283.4,00d3d9e1ada87813a2535c6ee8864299f21ff4e19d2b6d5b1681365f45fccf21,2.89923416358226,dc2adab04e07d26e1bd3d4ca707f5a8e4cbc0224b15d07ef76ea39fbb1504b28,1407745000.0,d1c50ab18921d2735885891fcff0c4ad8ebc7786a0e887e95ebc9d5d4d5981b2,marco.global_macro_panel_row.v1,latest_revised_snapshot,2019
CHN,China,248835643936.04,efc888626d2d34dbd3fb13845f063c2797b10bee78497eb80a99c99eca06ece9,A,14996414166715.1,00d3d9e1ada87813a2535c6ee8864299f21ff4e19d2b6d5b1681365f45fccf21,2.41942189457782,dc2adab04e07d26e1bd3d4ca707f5a8e4cbc0224b15d07ef76ea39fbb1504b28,1411100000.0,d1c50ab18921d2735885891fcff0c4ad8ebc7786a0e887e95ebc9d5d4d5981b2,marco.global_macro_panel_row.v1,latest_revised_snapshot,2020
CHN,China,352885754634.63,efc888626d2d34dbd3fb13845f063c2797b10bee78497eb80a99c99eca06ece9,A,18201698719564.0,00d3d9e1ada87813a2535c6ee8864299f21ff4e19d2b6d5b1681365f45fccf21,0.981015135544881,dc2adab04e07d26e1bd3d4ca707f5a8e4cbc0224b15d07ef76ea39fbb1504b28,1412360000.0,d1c50ab18921d2735885891fcff0c4ad8ebc7786a0e887e95ebc9d5d4d5981b2,marco.global_macro_panel_row.v1,latest_revised_snapshot,2021
CHN,China,443374257116.429,efc888626d2d34dbd3fb13845f063c2797b10bee78497eb80a99c99eca06ece9,A,18316765021690.2,00d3d9e1ada87813a2535c6ee8864299f21ff4e19d2b6d5b1681365f45fccf21,1.9735755573905,dc2adab04e07d26e1bd3d4ca707f5a8e4cbc0224b15d07ef76ea39fbb1504b28,1412175000.0,d1c50ab18921d2735885891fcff0c4ad8ebc7786a0e887e95ebc9d5d4d5981b2,marco.global_macro_panel_row.v1,latest_revised_snapshot,2022
CHN,China,263382353368.19,efc888626d2d34dbd3fb13845f063c2797b10bee78497eb80a99c99eca06ece9,A,18270356654533.2,00d3d9e1ada87813a2535c6ee8864299f21ff4e19d2b6d5b1681365f45fccf21,0.23483682889305,dc2adab04e07d26e1bd3d4ca707f5a8e4cbc0224b15d07ef76ea39fbb1504b28,1410710000.0,d1c50ab18921d2735885891fcff0c4ad8ebc7786a0e887e95ebc9d5d4d5981b2,marco.global_macro_panel_row.v1,latest_revised_snapshot,2023
CHN,China,423919214716.3,efc888626d2d34dbd3fb13845f063c2797b10bee78497eb80a99c99eca06ece9,A,18743803170827.2,00d3d9e1ada87813a2535c6ee8864299f21ff4e19d2b6d5b1681365f45fccf21,0.218128938439177,dc2adab04e07d26e1bd3d4ca707f5a8e4cbc0224b15d07ef76ea39fbb1504b28,1408975000.0,d1c50ab18921d2735885891fcff0c4ad8ebc7786a0e887e95ebc9d5d4d5981b2,marco.global_macro_panel_row.v1,latest_revised_snapshot,2024
IDN,Indonesia,7992074100.4978,efc888626d2d34dbd3fb13845f063c2797b10bee78497eb80a99c99eca06ece9,A,165021012077.81,00d3d9e1ada87813a2535c6ee8864299f21ff4e19d2b6d5b1681365f45fccf21,3.68862037056682,dc2adab04e07d26e1bd3d4ca707f5a8e4cbc0224b15d07ef76ea39fbb1504b28,216077790.0,d1c50ab18921d2735885891fcff0c4ad8ebc7786a0e887e95ebc9d5d4d5981b2,marco.global_macro_panel_row.v1,latest_revised_snapshot,2000
