period,interest_rate,inflation_yoy,growth_proxy_yoy
1963-10-31,3.5,1.210549708490008,6.794511531370527
1963-11-30,3.48,1.3080631243106533,6.864563210123789
1963-12-31,3.38,1.6324227988948663,6.669450396265702
1964-01-31,3.48,1.6292312151434971,6.816375637141254
1964-02-29,3.48,1.4009025325579318,6.357417024729988
1964-03-31,3.43,1.3995346416341754,5.74416626999361
1964-04-30,3.47,1.530226831215963,6.45415689756166
1964-05-31,3.5,1.5287336260144306,5.815407749657723
1964-06-30,3.5,1.2982980155036457,5.798538403058271
1964-07-31,3.42,1.069528911674795,6.852456544373892
1964-08-31,3.5,0.9708814126960903,7.303947583480079
1964-09-30,3.45,1.1650617219975274,6.681778478203928
1964-10-31,3.36,1.1960705057663914,4.598433598102175
1964-11-30,3.52,1.3873427871954922,7.152655118824986
1964-12-31,3.85,1.1910651025835126,8.521737103016667
1965-01-31,3.9,1.092907053219023,8.717329729281047
1965-02-28,3.98,1.1899159533085382,8.661068003970932
1965-03-31,4.05,1.1887690193394223,9.97625733263637
1965-04-30,4.09,1.3797748174281397,8.787670439602561
1965-05-31,4.1,1.6010588560479835,8.99903486228551
1965-06-30,4.05,1.9163793115168626,9.48827702925859
1965-07-31,4.09,1.7891851079103156,9.768100639271958
1965-08-31,4.12,1.5974780607734465,9.5395281820418
1965-09-30,4.02,1.7225306281879342,9.422007956779398
1965-10-31,4.08,1.6887449279994167,11.819944271845264
1965-11-30,4.1,1.7154169056012507,9.191855620821304
1965-12-31,4.32,1.901800583576195,9.252940042954728
1966-01-31,4.42,1.89999382449039,9.159019757482264
1966-02-28,4.6,2.525386732120341,9.185395396205331
1966-03-31,4.66,2.7407606225922887,9.229777270951073
1966-04-30,4.67,2.8277096096861483,8.953871989219493
1966-05-31,4.9,2.726159739770721,9.123200418142916
1966-06-30,5.17,2.406742202196286,8.822131574889832
1966-07-31,5.3,2.7176434322603193,8.432987464432232
1966-08-31,5.53,3.4271266735217805,8.088323044443806
1966-09-30,5.4,3.511313029993488,8.764130563978046
1966-10-31,5.53,3.721359634043449,8.451187837188742
1966-11-30,5.76,3.4971844849278693,7.34559215679012
1966-12-31,5.4,3.304299379069669,6.34126923734252
1967-01-31,4.94,3.1493803849311974,5.834510691063496
1967-02-28,5.0,2.827477846816664,4.047747877678461
1967-03-31,4.53,2.516241990224303,2.1229146468362137
1967-04-30,4.05,2.508543898126923,2.9030617414687243
1967-05-31,3.94,2.291926143610771,1.0796643369156045
1967-06-30,3.98,2.8016448736908837,0.5969320110053361
1967-07-31,3.79,2.8855456832555535,-0.17688786109551866
1967-08-31,3.9,2.5700583108580703,1.643293958777719
1967-09-30,3.99,2.562310488789769,0.5525190958514543
1967-10-31,3.88,2.5546092427696574,0.6731745575412521
1967-11-30,4.13,3.055044419842524,2.7840225234670277
1967-12-31,4.51,3.2280148807292184,3.624376579971695
1968-01-31,4.61,3.5824726518145007,3.046105276334674
1968-02-29,4.71,3.5718082602079244,4.544342226690212
1968-03-31,5.05,3.863779270541392,5.421372516185747
1968-04-30,5.76,3.8523281996335457,4.6272529654854715
1968-05-31,6.12,4.142604165429673,6.619151714501741
1968-06-30,6.07,4.118228996641552,6.998238075094044
1968-07-31,6.03,4.393092922572672,7.072709626085699
1968-08-31,6.03,4.380262265839284,5.453456784583471
1968-09-30,5.78,4.367506350266163,5.993953117657694
1968-10-31,5.91,4.638512658093491,5.3814711704633424
1968-11-30,5.82,4.329680575332426,5.246370546544602
1968-12-31,6.02,4.598511324182343,4.490589350202509
1969-01-31,6.3,4.585330449612225,5.201272051282678
